"ClassLables","Recall","Precision","Sensitivity","Specifity","F-measure","learner","Accuracy","Cohen's kappa","Area Under Curve","#Genes","#Clusters","Iteration"
"pos",1,1,1,1,1,"svm",1,1,1,214,1,0
"pos",1,1,1,1,1,"svm",1,1,1,347,2,1
"pos",1,1,1,1,1,"svm",1,1,1,360,3,2
"pos",1,1,1,1,1,"svm",1,1,1,401,4,3
"pos",1,1,1,1,1,"svm",1,1,1,408,5,4
"pos",1,1,1,1,1,"svm",1,1,1,428,6,5
"pos",1,1,1,1,1,"svm",1,1,1,431,7,6
"pos",1,1,1,1,1,"svm",1,1,1,437,8,7
"pos",1,1,1,1,1,"svm",1,1,1,443,9,8
"pos",1,1,1,1,1,"svm",1,1,1,617,10,9
"pos",1,1,1,1,1,"svm",1,1,1,3,1,0
"pos",1,1,1,1,1,"svm",1,1,1,237,2,1
"pos",1,1,1,1,1,"svm",1,1,1,248,3,2
"pos",1,1,1,1,1,"svm",1,1,1,412,4,3
"pos",1,1,1,1,1,"svm",1,1,1,440,5,4
"pos",1,1,1,1,1,"svm",1,1,1,531,6,5
"pos",1,1,1,1,1,"svm",1,1,1,539,7,6
"pos",1,1,1,1,1,"svm",1,1,1,551,8,7
"pos",1,1,1,1,1,"svm",1,1,1,563,9,8
"pos",1,1,1,1,1,"svm",1,1,1,732,10,9
"pos",1,1,1,1,1,"svm",1,1,1,228,1,0
"pos",1,1,1,1,1,"svm",1,1,1,389,2,1
"pos",1,1,1,1,1,"svm",1,1,1,430,3,2
"pos",1,1,1,1,1,"svm",1,1,1,530,4,3
"pos",1,1,1,1,1,"svm",1,1,1,537,5,4
"pos",1,1,1,1,1,"svm",1,1,1,545,6,5
"pos",1,1,1,1,1,"svm",1,1,1,552,7,6
"pos",1,1,1,1,1,"svm",1,1,1,561,8,7
"pos",1,1,1,1,1,"svm",1,1,1,578,9,8
"pos",1,1,1,1,1,"svm",1,1,1,696,10,9
"pos",1,1,1,1,1,"svm",1,1,1,4,1,0
"pos",1,1,1,1,1,"svm",1,1,1,268,2,1
"pos",1,1,1,1,1,"svm",1,1,1,412,3,2
"pos",1,1,1,1,1,"svm",1,1,1,429,4,3
"pos",1,1,1,1,1,"svm",1,1,1,518,5,4
"pos",1,1,1,1,1,"svm",1,1,1,547,6,5
"pos",1,1,1,1,1,"svm",1,1,1,570,7,6
"pos",1,1,1,1,1,"svm",1,1,1,711,8,7
"pos",1,1,1,1,1,"svm",1,1,1,712,9,8
"pos",1,1,1,1,1,"svm",1,1,1,720,10,9
"pos",1,1,1,1,1,"svm",1,1,1,210,1,0
"pos",1,1,1,1,1,"svm",1,1,1,353,2,1
"pos",1,1,1,1,1,"svm",1,1,1,376,3,2
"pos",1,1,1,1,1,"svm",1,1,1,383,4,3
"pos",1,1,1,1,1,"svm",1,1,1,456,5,4
"pos",1,1,1,1,1,"svm",1,1,1,459,6,5
"pos",1,1,1,1,1,"svm",1,1,1,471,7,6
"pos",1,1,1,1,1,"svm",1,1,1,472,8,7
"pos",1,1,1,1,1,"svm",1,1,1,476,9,8
"pos",1,1,1,1,1,"svm",1,1,1,480,10,9
"pos",1,1,1,1,1,"svm",1,1,1,8,1,0
"pos",1,1,1,1,1,"svm",1,1,1,217,2,1
"pos",1,1,1,1,1,"svm",1,1,1,347,3,2
"pos",1,1,1,1,1,"svm",1,1,1,384,4,3
"pos",1,1,1,1,1,"svm",1,1,1,451,5,4
"pos",1,1,1,1,1,"svm",1,1,1,466,6,5
"pos",1,1,1,1,1,"svm",1,1,1,625,7,6
"pos",1,1,1,1,1,"svm",1,1,1,635,8,7
"pos",1,1,1,1,1,"svm",1,1,1,839,9,8
"pos",1,1,1,1,1,"svm",1,1,1,1047,10,9
"pos",1,0.75,1,0.8,0.8571428571428571,"svm",0.875,0.75,1,3,1,0
"pos",1,0.75,1,0.8,0.8571428571428571,"svm",0.875,0.75,1,6,2,1
"pos",1,1,1,1,1,"svm",1,1,1,250,3,2
"pos",1,1,1,1,1,"svm",1,1,1,424,4,3
"pos",1,1,1,1,1,"svm",1,1,1,460,5,4
"pos",1,1,1,1,1,"svm",1,1,1,467,6,5
"pos",1,1,1,1,1,"svm",1,1,1,468,7,6
"pos",1,1,1,1,1,"svm",1,1,1,548,8,7
"pos",1,1,1,1,1,"svm",1,1,1,551,9,8
"pos",1,1,1,1,1,"svm",1,1,1,553,10,9
"pos",1,1,1,1,1,"svm",1,1,1,215,1,0
"pos",1,1,1,1,1,"svm",1,1,1,358,2,1
"pos",1,1,1,1,1,"svm",1,1,1,379,3,2
"pos",1,1,1,1,1,"svm",1,1,1,422,4,3
"pos",1,1,1,1,1,"svm",1,1,1,439,5,4
"pos",1,1,1,1,1,"svm",1,1,1,449,6,5
"pos",1,1,1,1,1,"svm",1,1,1,599,7,6
"pos",1,1,1,1,1,"svm",1,1,1,777,8,7
"pos",1,1,1,1,1,"svm",1,1,1,932,9,8
"pos",1,1,1,1,1,"svm",1,1,1,939,10,9
"pos",1,1,1,1,1,"svm",1,1,1,21,1,0
"pos",1,1,1,1,1,"svm",1,1,1,28,2,1
"pos",1,1,1,1,1,"svm",1,1,1,250,3,2
"pos",1,1,1,1,1,"svm",1,1,1,267,4,3
"pos",1,1,1,1,1,"svm",1,1,1,430,5,4
"pos",1,1,1,1,1,"svm",1,1,1,465,6,5
"pos",1,1,1,1,1,"svm",1,1,1,570,7,6
"pos",1,1,1,1,1,"svm",1,1,1,694,8,7
"pos",1,1,1,1,1,"svm",1,1,1,710,9,8
"pos",1,1,1,1,1,"svm",1,1,1,777,10,9
"pos",1,0.75,1,0.8,0.8571428571428571,"svm",0.875,0.75,0.9333333333333333,3,1,0
"pos",1,1,1,1,1,"svm",1,1,1,202,2,1
"pos",1,1,1,1,1,"svm",1,1,1,217,3,2
"pos",1,1,1,1,1,"svm",1,1,1,354,4,3
"pos",1,1,1,1,1,"svm",1,1,1,359,5,4
"pos",1,1,1,1,1,"svm",1,1,1,371,6,5
"pos",1,1,1,1,1,"svm",1,1,1,394,7,6
"pos",1,1,1,1,1,"svm",1,1,1,396,8,7
"pos",1,1,1,1,1,"svm",1,1,1,397,9,8
"pos",1,1,1,1,1,"svm",1,1,1,400,10,9
"pos",1,1,1,1,1,"svm",1,1,1,2,1,0
"pos",1,1,1,1,1,"svm",1,1,1,249,2,1
"pos",1,1,1,1,1,"svm",1,1,1,263,3,2
"pos",1,1,1,1,1,"svm",1,1,1,424,4,3
"pos",1,1,1,1,1,"svm",1,1,1,464,5,4
"pos",1,1,1,1,1,"svm",1,1,1,476,6,5
"pos",1,1,1,1,1,"svm",1,1,1,549,7,6
"pos",1,1,1,1,1,"svm",1,1,1,551,8,7
"pos",1,1,1,1,1,"svm",1,1,1,651,9,8
"pos",1,1,1,1,1,"svm",1,1,1,654,10,9
"pos",1,1,1,1,1,"svm",1,1,1,250,1,0
"pos",1,1,1,1,1,"svm",1,1,1,416,2,1
"pos",1,1,1,1,1,"svm",1,1,1,450,3,2
"pos",1,1,1,1,1,"svm",1,1,1,558,4,3
"pos",1,1,1,1,1,"svm",1,1,1,575,5,4
"pos",1,1,1,1,1,"svm",1,1,1,744,6,5
"pos",1,1,1,1,1,"svm",1,1,1,761,7,6
"pos",1,1,1,1,1,"svm",1,1,1,776,8,7
"pos",1,1,1,1,1,"svm",1,1,1,781,9,8
"pos",1,1,1,1,1,"svm",1,1,1,1019,10,9
"pos",1,1,1,1,1,"svm",1,1,1,332,1,0
"pos",1,1,1,1,1,"svm",1,1,1,546,2,1
"pos",1,1,1,1,1,"svm",1,1,1,610,3,2
"pos",1,1,1,1,1,"svm",1,1,1,724,4,3
"pos",1,1,1,1,1,"svm",1,1,1,735,5,4
"pos",1,1,1,1,1,"svm",1,1,1,778,6,5
"pos",1,1,1,1,1,"svm",1,1,1,900,7,6
"pos",1,1,1,1,1,"svm",1,1,1,904,8,7
"pos",1,1,1,1,1,"svm",1,1,1,908,9,8
"pos",1,1,1,1,1,"svm",1,1,1,911,10,9
"pos",1,1,1,1,1,"svm",1,1,1,31,1,0
"pos",1,1,1,1,1,"svm",1,1,1,37,2,1
"pos",1,1,1,1,1,"svm",1,1,1,265,3,2
"pos",1,1,1,1,1,"svm",1,1,1,414,4,3
"pos",1,1,1,1,1,"svm",1,1,1,431,5,4
"pos",1,1,1,1,1,"svm",1,1,1,450,6,5
"pos",1,1,1,1,1,"svm",1,1,1,457,7,6
"pos",1,1,1,1,1,"svm",1,1,1,485,8,7
"pos",1,1,1,1,1,"svm",1,1,1,491,9,8
"pos",1,1,1,1,1,"svm",1,1,1,663,10,9
"pos",1,1,1,1,1,"svm",1,1,1,263,1,0
"pos",1,1,1,1,1,"svm",1,1,1,270,2,1
"pos",1,1,1,1,1,"svm",1,1,1,445,3,2
"pos",1,1,1,1,1,"svm",1,1,1,477,4,3
"pos",1,1,1,1,1,"svm",1,1,1,554,5,4
"pos",1,1,1,1,1,"svm",1,1,1,567,6,5
"pos",1,1,1,1,1,"svm",1,1,1,569,7,6
"pos",1,1,1,1,1,"svm",1,1,1,595,8,7
"pos",1,1,1,1,1,"svm",1,1,1,596,9,8
"pos",1,1,1,1,1,"svm",1,1,1,746,10,9
"pos",1,1,1,1,1,"svm",1,1,1,3,1,0
"pos",1,1,1,1,1,"svm",1,1,1,212,2,1
"pos",1,1,1,1,1,"svm",1,1,1,346,3,2
"pos",1,1,1,1,1,"svm",1,1,1,353,4,3
"pos",1,1,1,1,1,"svm",1,1,1,380,5,4
"pos",1,1,1,1,1,"svm",1,1,1,385,6,5
"pos",1,1,1,1,1,"svm",1,1,1,393,7,6
"pos",1,1,1,1,1,"svm",1,1,1,545,8,7
"pos",1,1,1,1,1,"svm",1,1,1,565,9,8
"pos",1,1,1,1,1,"svm",1,1,1,581,10,9
"pos",1,1,1,1,1,"svm",1,1,1,186,1,0
"pos",1,1,1,1,1,"svm",1,1,1,306,2,1
"pos",1,1,1,1,1,"svm",1,1,1,322,3,2
"pos",1,1,1,1,1,"svm",1,1,1,359,4,3
"pos",1,1,1,1,1,"svm",1,1,1,380,5,4
"pos",1,1,1,1,1,"svm",1,1,1,383,6,5
"pos",1,1,1,1,1,"svm",1,1,1,388,7,6
"pos",1,1,1,1,1,"svm",1,1,1,392,8,7
"pos",1,1,1,1,1,"svm",1,1,1,568,9,8
"pos",1,1,1,1,1,"svm",1,1,1,569,10,9
"pos",1,1,1,1,1,"svm",1,1,1,8,1,0
"pos",1,1,1,1,1,"svm",1,1,1,302,2,1
"pos",1,1,1,1,1,"svm",1,1,1,475,3,2
"pos",1,1,1,1,1,"svm",1,1,1,515,4,3
"pos",1,1,1,1,1,"svm",1,1,1,620,5,4
"pos",1,1,1,1,1,"svm",1,1,1,633,6,5
"pos",1,1,1,1,1,"svm",1,1,1,647,7,6
"pos",1,1,1,1,1,"svm",1,1,1,805,8,7
"pos",1,1,1,1,1,"svm",1,1,1,806,9,8
"pos",1,1,1,1,1,"svm",1,1,1,811,10,9
"pos",1,1,1,1,1,"svm",1,1,1,28,1,0
"pos",1,1,1,1,1,"svm",1,1,1,241,2,1
"pos",1,1,1,1,1,"svm",1,1,1,265,3,2
"pos",1,1,1,1,1,"svm",1,1,1,401,4,3
"pos",1,1,1,1,1,"svm",1,1,1,438,5,4
"pos",1,1,1,1,1,"svm",1,1,1,488,6,5
"pos",1,1,1,1,1,"svm",1,1,1,509,7,6
"pos",1,1,1,1,1,"svm",1,1,1,513,8,7
"pos",1,1,1,1,1,"svm",1,1,1,515,9,8
"pos",1,1,1,1,1,"svm",1,1,1,674,10,9
"pos",1,1,1,1,1,"svm",1,1,1,22,1,0
"pos",1,1,1,1,1,"svm",1,1,1,25,2,1
"pos",1,1,1,1,1,"svm",1,1,1,300,3,2
"pos",1,1,1,1,1,"svm",1,1,1,517,4,3
"pos",1,1,1,1,1,"svm",1,1,1,639,5,4
"pos",1,1,1,1,1,"svm",1,1,1,786,6,5
"pos",1,1,1,1,1,"svm",1,1,1,793,7,6
"pos",1,1,1,1,1,"svm",1,1,1,798,8,7
"pos",1,1,1,1,1,"svm",1,1,1,853,9,8
"pos",1,1,1,1,1,"svm",1,1,1,1008,10,9
"pos",1,1,1,1,1,"svm",1,1,1,260,1,0
"pos",1,1,1,1,1,"svm",1,1,1,435,2,1
"pos",1,1,1,1,1,"svm",1,1,1,516,3,2
"pos",1,1,1,1,1,"svm",1,1,1,519,4,3
"pos",1,1,1,1,1,"svm",1,1,1,619,5,4
"pos",1,1,1,1,1,"svm",1,1,1,638,6,5
"pos",1,1,1,1,1,"svm",1,1,1,641,7,6
"pos",1,1,1,1,1,"svm",1,1,1,648,8,7
"pos",1,1,1,1,1,"svm",1,1,1,650,9,8
"pos",1,1,1,1,1,"svm",1,1,1,777,10,9
"pos",1,1,1,1,1,"svm",1,1,1,369,1,0
"pos",1,1,1,1,1,"svm",1,1,1,604,2,1
"pos",1,1,1,1,1,"svm",1,1,1,773,3,2
"pos",1,1,1,1,1,"svm",1,1,1,1008,4,3
"pos",1,1,1,1,1,"svm",1,1,1,1015,5,4
"pos",1,1,1,1,1,"svm",1,1,1,1016,6,5
"pos",1,1,1,1,1,"svm",1,1,1,1144,7,6
"pos",1,1,1,1,1,"svm",1,1,1,1146,8,7
"pos",1,1,1,1,1,"svm",1,1,1,1374,9,8
"pos",1,1,1,1,1,"svm",1,1,1,1380,10,9
"pos",1,1,1,1,1,"svm",1,1,1,8,1,0
"pos",1,1,1,1,1,"svm",1,1,1,10,2,1
"pos",1,1,1,1,1,"svm",1,1,1,324,3,2
"pos",1,1,1,1,1,"svm",1,1,1,548,4,3
"pos",1,1,1,1,1,"svm",1,1,1,646,5,4
"pos",1,1,1,1,1,"svm",1,1,1,780,6,5
"pos",1,1,1,1,1,"svm",1,1,1,874,7,6
"pos",1,1,1,1,1,"svm",1,1,1,877,8,7
"pos",1,1,1,1,1,"svm",1,1,1,900,9,8
"pos",1,1,1,1,1,"svm",1,1,1,1034,10,9
"pos",1,1,1,1,1,"svm",1,1,1,3,1,0
"pos",1,1,1,1,1,"svm",1,1,1,255,2,1
"pos",1,1,1,1,1,"svm",1,1,1,455,3,2
"pos",1,1,1,1,1,"svm",1,1,1,544,4,3
"pos",1,1,1,1,1,"svm",1,1,1,545,5,4
"pos",1,1,1,1,1,"svm",1,1,1,674,6,5
"pos",1,1,1,1,1,"svm",1,1,1,680,7,6
"pos",1,1,1,1,1,"svm",1,1,1,691,8,7
"pos",1,1,1,1,1,"svm",1,1,1,726,9,8
"pos",1,1,1,1,1,"svm",1,1,1,741,10,9
"pos",0.6666666666666666,1,0.6666666666666666,1,0.8,"svm",0.875,0.7142857142857143,1,3,1,0
"pos",1,1,1,1,1,"svm",1,1,1,215,2,1
"pos",1,1,1,1,1,"svm",1,1,1,329,3,2
"pos",1,1,1,1,1,"svm",1,1,1,339,4,3
"pos",1,1,1,1,1,"svm",1,1,1,348,5,4
"pos",1,1,1,1,1,"svm",1,1,1,390,6,5
"pos",1,1,1,1,1,"svm",1,1,1,393,7,6
"pos",1,1,1,1,1,"svm",1,1,1,408,8,7
"pos",1,1,1,1,1,"svm",1,1,1,412,9,8
"pos",1,1,1,1,1,"svm",1,1,1,573,10,9
"pos",1,1,1,1,1,"svm",1,1,1,303,1,0
"pos",1,1,1,1,1,"svm",1,1,1,504,2,1
"pos",1,1,1,1,1,"svm",1,1,1,561,3,2
"pos",1,1,1,1,1,"svm",1,1,1,700,4,3
"pos",1,1,1,1,1,"svm",1,1,1,702,5,4
"pos",1,1,1,1,1,"svm",1,1,1,782,6,5
"pos",1,1,1,1,1,"svm",1,1,1,960,7,6
"pos",1,1,1,1,1,"svm",1,1,1,965,8,7
"pos",1,1,1,1,1,"svm",1,1,1,972,9,8
"pos",1,1,1,1,1,"svm",1,1,1,1211,10,9
"pos",1,1,1,1,1,"svm",1,1,1,224,1,0
"pos",1,1,1,1,1,"svm",1,1,1,383,2,1
"pos",1,1,1,1,1,"svm",1,1,1,399,3,2
"pos",1,1,1,1,1,"svm",1,1,1,463,4,3
"pos",1,1,1,1,1,"svm",1,1,1,466,5,4
"pos",1,1,1,1,1,"svm",1,1,1,481,6,5
"pos",1,1,1,1,1,"svm",1,1,1,482,7,6
"pos",1,1,1,1,1,"svm",1,1,1,486,8,7
"pos",1,1,1,1,1,"svm",1,1,1,617,9,8
"pos",1,1,1,1,1,"svm",1,1,1,633,10,9
"pos",1,1,1,1,1,"svm",1,1,1,179,1,0
"pos",1,1,1,1,1,"svm",1,1,1,325,2,1
"pos",1,1,1,1,1,"svm",1,1,1,344,3,2
"pos",1,1,1,1,1,"svm",1,1,1,410,4,3
"pos",1,1,1,1,1,"svm",1,1,1,415,5,4
"pos",1,1,1,1,1,"svm",1,1,1,430,6,5
"pos",1,1,1,1,1,"svm",1,1,1,445,7,6
"pos",1,1,1,1,1,"svm",1,1,1,600,8,7
"pos",1,1,1,1,1,"svm",1,1,1,602,9,8
"pos",1,1,1,1,1,"svm",1,1,1,609,10,9
"pos",1,0.75,1,0.8,0.8571428571428571,"svm",0.875,0.75,1,18,1,0
"pos",1,0.75,1,0.8,0.8571428571428571,"svm",0.875,0.75,1,19,2,1
"pos",1,1,1,1,1,"svm",1,1,1,276,3,2
"pos",1,1,1,1,1,"svm",1,1,1,297,4,3
"pos",1,1,1,1,1,"svm",1,1,1,446,5,4
"pos",1,1,1,1,1,"svm",1,1,1,477,6,5
"pos",1,1,1,1,1,"svm",1,1,1,479,7,6
"pos",1,1,1,1,1,"svm",1,1,1,563,8,7
"pos",1,1,1,1,1,"svm",1,1,1,565,9,8
"pos",1,1,1,1,1,"svm",1,1,1,583,10,9
"pos",1,1,1,1,1,"svm",1,1,1,3,1,0
"pos",1,1,1,1,1,"svm",1,1,1,203,2,1
"pos",1,1,1,1,1,"svm",1,1,1,324,3,2
"pos",1,1,1,1,1,"svm",1,1,1,335,4,3
"pos",1,1,1,1,1,"svm",1,1,1,378,5,4
"pos",1,1,1,1,1,"svm",1,1,1,396,6,5
"pos",1,1,1,1,1,"svm",1,1,1,541,7,6
"pos",1,1,1,1,1,"svm",1,1,1,543,8,7
"pos",1,1,1,1,1,"svm",1,1,1,723,9,8
"pos",1,1,1,1,1,"svm",1,1,1,726,10,9
"pos",1,1,1,1,1,"svm",1,1,1,216,1,0
"pos",1,1,1,1,1,"svm",1,1,1,373,2,1
"pos",1,1,1,1,1,"svm",1,1,1,381,3,2
"pos",1,1,1,1,1,"svm",1,1,1,440,4,3
"pos",1,1,1,1,1,"svm",1,1,1,452,5,4
"pos",1,1,1,1,1,"svm",1,1,1,617,6,5
"pos",1,1,1,1,1,"svm",1,1,1,620,7,6
"pos",1,1,1,1,1,"svm",1,1,1,628,8,7
"pos",1,1,1,1,1,"svm",1,1,1,826,9,8
"pos",1,1,1,1,1,"svm",1,1,1,995,10,9
"pos",1,1,1,1,1,"svm",1,1,1,240,1,0
"pos",1,1,1,1,1,"svm",1,1,1,416,2,1
"pos",1,1,1,1,1,"svm",1,1,1,468,3,2
"pos",1,1,1,1,1,"svm",1,1,1,578,4,3
"pos",1,1,1,1,1,"svm",1,1,1,596,5,4
"pos",1,1,1,1,1,"svm",1,1,1,624,6,5
"pos",1,1,1,1,1,"svm",1,1,1,766,7,6
"pos",1,1,1,1,1,"svm",1,1,1,771,8,7
"pos",1,1,1,1,1,"svm",1,1,1,784,9,8
"pos",1,1,1,1,1,"svm",1,1,1,799,10,9
"pos",1,0.6,1,0.6,0.7499999999999999,"svm",0.75,0.5294117647058824,0.8666666666666667,15,1,0
"pos",1,1,1,1,1,"svm",1,1,1,272,2,1
"pos",1,1,1,1,1,"svm",1,1,1,433,3,2
"pos",1,1,1,1,1,"svm",1,1,1,462,4,3
"pos",1,1,1,1,1,"svm",1,1,1,545,5,4
"pos",1,1,1,1,1,"svm",1,1,1,549,6,5
"pos",1,1,1,1,1,"svm",1,1,1,635,7,6
"pos",1,1,1,1,1,"svm",1,1,1,636,8,7
"pos",1,1,1,1,1,"svm",1,1,1,644,9,8
"pos",1,1,1,1,1,"svm",1,1,1,656,10,9
"pos",1,1,1,1,1,"svm",1,1,1,206,1,0
"pos",1,1,1,1,1,"svm",1,1,1,348,2,1
"pos",1,1,1,1,1,"svm",1,1,1,375,3,2
"pos",1,1,1,1,1,"svm",1,1,1,418,4,3
"pos",1,1,1,1,1,"svm",1,1,1,422,5,4
"pos",1,1,1,1,1,"svm",1,1,1,424,6,5
"pos",1,1,1,1,1,"svm",1,1,1,427,7,6
"pos",1,1,1,1,1,"svm",1,1,1,600,8,7
"pos",1,1,1,1,1,"svm",1,1,1,794,9,8
"pos",1,1,1,1,1,"svm",1,1,1,797,10,9
"pos",1,1,1,1,1,"svm",1,1,1,180,1,0
"pos",1,1,1,1,1,"svm",1,1,1,275,2,1
"pos",1,1,1,1,1,"svm",1,1,1,292,3,2
"pos",1,1,1,1,1,"svm",1,1,1,340,4,3
"pos",1,1,1,1,1,"svm",1,1,1,349,5,4
"pos",1,1,1,1,1,"svm",1,1,1,472,6,5
"pos",1,1,1,1,1,"svm",1,1,1,477,7,6
"pos",1,1,1,1,1,"svm",1,1,1,488,8,7
"pos",1,1,1,1,1,"svm",1,1,1,650,9,8
"pos",1,1,1,1,1,"svm",1,1,1,808,10,9
"pos",1,1,1,1,1,"svm",1,1,1,256,1,0
"pos",1,1,1,1,1,"svm",1,1,1,432,2,1
"pos",1,1,1,1,1,"svm",1,1,1,441,3,2
"pos",1,1,1,1,1,"svm",1,1,1,493,4,3
"pos",1,1,1,1,1,"svm",1,1,1,497,5,4
"pos",1,1,1,1,1,"svm",1,1,1,506,6,5
"pos",1,1,1,1,1,"svm",1,1,1,715,7,6
"pos",1,1,1,1,1,"svm",1,1,1,735,8,7
"pos",1,1,1,1,1,"svm",1,1,1,962,9,8
"pos",1,1,1,1,1,"svm",1,1,1,972,10,9
"pos",1,1,1,1,1,"svm",1,1,1,220,1,0
"pos",1,1,1,1,1,"svm",1,1,1,350,2,1
"pos",1,1,1,1,1,"svm",1,1,1,359,3,2
"pos",1,1,1,1,1,"svm",1,1,1,379,4,3
"pos",1,1,1,1,1,"svm",1,1,1,387,5,4
"pos",1,1,1,1,1,"svm",1,1,1,536,6,5
"pos",1,1,1,1,1,"svm",1,1,1,537,7,6
"pos",1,1,1,1,1,"svm",1,1,1,539,8,7
"pos",1,1,1,1,1,"svm",1,1,1,545,9,8
"pos",1,1,1,1,1,"svm",1,1,1,718,10,9
"pos",1,1,1,1,1,"svm",1,1,1,250,1,0
"pos",1,1,1,1,1,"svm",1,1,1,477,2,1
"pos",1,1,1,1,1,"svm",1,1,1,595,3,2
"pos",1,1,1,1,1,"svm",1,1,1,744,4,3
"pos",1,1,1,1,1,"svm",1,1,1,780,5,4
"pos",1,1,1,1,1,"svm",1,1,1,831,6,5
"pos",1,1,1,1,1,"svm",1,1,1,945,7,6
"pos",1,1,1,1,1,"svm",1,1,1,950,8,7
"pos",1,1,1,1,1,"svm",1,1,1,957,9,8
"pos",1,1,1,1,1,"svm",1,1,1,1192,10,9
"pos",1,1,1,1,1,"svm",1,1,1,213,1,0
"pos",1,1,1,1,1,"svm",1,1,1,355,2,1
"pos",1,1,1,1,1,"svm",1,1,1,373,3,2
"pos",1,1,1,1,1,"svm",1,1,1,433,4,3
"pos",1,1,1,1,1,"svm",1,1,1,441,5,4
"pos",1,1,1,1,1,"svm",1,1,1,449,6,5
"pos",1,1,1,1,1,"svm",1,1,1,667,7,6
"pos",1,1,1,1,1,"svm",1,1,1,670,8,7
"pos",1,1,1,1,1,"svm",1,1,1,673,9,8
"pos",1,1,1,1,1,"svm",1,1,1,873,10,9
"pos",1,1,1,1,1,"svm",1,1,1,344,1,0
"pos",1,1,1,1,1,"svm",1,1,1,588,2,1
"pos",1,1,1,1,1,"svm",1,1,1,652,3,2
"pos",1,1,1,1,1,"svm",1,1,1,765,4,3
"pos",1,1,1,1,1,"svm",1,1,1,788,5,4
"pos",1,1,1,1,1,"svm",1,1,1,790,6,5
"pos",1,1,1,1,1,"svm",1,1,1,803,7,6
"pos",1,1,1,1,1,"svm",1,1,1,1010,8,7
"pos",1,1,1,1,1,"svm",1,1,1,1040,9,8
"pos",1,1,1,1,1,"svm",1,1,1,1056,10,9
"pos",1,1,1,1,1,"svm",1,1,1,2,1,0
"pos",1,1,1,1,1,"svm",1,1,1,222,2,1
"pos",1,1,1,1,1,"svm",1,1,1,365,3,2
"pos",1,1,1,1,1,"svm",1,1,1,377,4,3
"pos",1,1,1,1,1,"svm",1,1,1,417,5,4
"pos",1,1,1,1,1,"svm",1,1,1,419,6,5
"pos",1,1,1,1,1,"svm",1,1,1,424,7,6
"pos",1,1,1,1,1,"svm",1,1,1,609,8,7
"pos",1,1,1,1,1,"svm",1,1,1,807,9,8
"pos",1,1,1,1,1,"svm",1,1,1,813,10,9
"pos",1,1,1,1,1,"svm",1,1,1,238,1,0
"pos",1,1,1,1,1,"svm",1,1,1,382,2,1
"pos",1,1,1,1,1,"svm",1,1,1,391,3,2
"pos",1,1,1,1,1,"svm",1,1,1,437,4,3
"pos",1,1,1,1,1,"svm",1,1,1,452,5,4
"pos",1,1,1,1,1,"svm",1,1,1,474,6,5
"pos",1,1,1,1,1,"svm",1,1,1,485,7,6
"pos",1,1,1,1,1,"svm",1,1,1,643,8,7
"pos",1,1,1,1,1,"svm",1,1,1,853,9,8
"pos",1,1,1,1,1,"svm",1,1,1,1047,10,9
"pos",1,1,1,1,1,"svm",1,1,1,11,1,0
"pos",1,1,1,1,1,"svm",1,1,1,235,2,1
"pos",1,1,1,1,1,"svm",1,1,1,373,3,2
"pos",1,1,1,1,1,"svm",1,1,1,395,4,3
"pos",1,1,1,1,1,"svm",1,1,1,397,5,4
"pos",1,1,1,1,1,"svm",1,1,1,454,6,5
"pos",1,1,1,1,1,"svm",1,1,1,476,7,6
"pos",1,1,1,1,1,"svm",1,1,1,482,8,7
"pos",1,1,1,1,1,"svm",1,1,1,492,9,8
"pos",1,1,1,1,1,"svm",1,1,1,494,10,9
